date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:54:41	42347/42347	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:40%20GMT	https://agadirjourney.com/index.php/fr/autres-activites/balade-dromadaire-cheval-agadir	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/autres-activites/balade-dromadaire-cheval-agadir.html	(from https://agadirjourney.com/index.php/fr/)
13:54:41	36844/36844	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:40%20GMT	https://agadirjourney.com/index.php/fr/autres-activites/massage-spa-agadir	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/autres-activites/massage-spa-agadir.html	(from https://agadirjourney.com/index.php/fr/)
13:54:41	35044/35044	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:41%20GMT	https://agadirjourney.com/index.php/fr/autres-activites/nos-vehicles-agadir	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/autres-activites/nos-vehicles-agadir.html	(from https://agadirjourney.com/index.php/fr/)
13:54:41	35319/35319	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:41%20GMT	https://agadirjourney.com/index.php/fr/autres-activites/soiree-berbere	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/autres-activites/soiree-berbere.html	(from https://agadirjourney.com/index.php/fr/)
13:54:41	69164/69164	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:41%20GMT	https://agadirjourney.com/index.php/fr/agadir-journey/agadir-transfert	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/agadir-journey/agadir-transfert.html	(from https://agadirjourney.com/index.php/fr/)
13:54:42	54316/54316	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:41%20GMT	https://agadirjourney.com/index.php/fr/agadir-journey/excursion-circuits	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/agadir-journey/excursion-circuits.html	(from https://agadirjourney.com/index.php/fr/)
13:54:42	42876/42876	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:41%20GMT	https://agadirjourney.com/index.php/fr/agadir-journey/contactez-nous	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/agadir-journey/contactez-nous.html	(from https://agadirjourney.com/index.php/fr/)
13:54:42	37265/37265	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:13:55%20GMT	https://agadirjourney.com/images/pics/Slide-show/valley-paradise.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/Slide-show/valley-paradise.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:43	403152/403152	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:13:56%20GMT	https://agadirjourney.com/images/pics/Slide-show/transfer1.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/Slide-show/transfer1.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jan%202023%2012:54:43%20GMT	https://agadirjourney.com/index.php/en/	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/en/index.html	(from https://agadirjourney.com/index.php/fr/)
13:54:43	54193/54193	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:13:21%20GMT	https://agadirjourney.com/images/pics/header-product/vihecules.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/header-product/vihecules.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:43	15373/15373	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jan%202023%2012:54:43%20GMT	https://agadirjourney.com/index.php/fr/component/tags/tag/excursion-agadir	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/component/tags/tag/excursion-agadir.html	(from https://agadirjourney.com/index.php/fr/)
13:54:44	40799/40799	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:12:01%20GMT	https://agadirjourney.com/images/pics/slide-bar/11088194043_8c653a88e8_b.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/slide-bar/11088194043_8c653a88e8_b.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:44	46868/46868	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:12:01%20GMT	https://agadirjourney.com/images/pics/slide-bar/port-essaouira-1439571432-1660670.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/slide-bar/port-essaouira-1439571432-1660670.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:44	295571/295571	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:15:33%20GMT	https://agadirjourney.com/images/10/CAM.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/10/CAM.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:44	55198/55198	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:12:01%20GMT	https://agadirjourney.com/images/pics/slide-bar/port-d-agadir-1257394694-1646244.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/slide-bar/port-d-agadir-1257394694-1646244.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:45	57381/57381	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:12:01%20GMT	https://agadirjourney.com/images/pics/slide-bar/tumblr_mf2vm2B3RC1rju5tfo1_1280.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/slide-bar/tumblr_mf2vm2B3RC1rju5tfo1_1280.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:45	1641/1641	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2010:16:14%20GMT	https://agadirjourney.com/images/modules/slider/down.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/modules/slider/down.png	(from https://agadirjourney.com/index.php/fr/)
13:54:45	1612/1612	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2010:16:17%20GMT	https://agadirjourney.com/images/modules/slider/up.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/modules/slider/up.png	(from https://agadirjourney.com/index.php/fr/)
13:54:45	99418/99418	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jul%202021%2010:12:01%20GMT	https://agadirjourney.com/images/pics/slide-bar/oasis-en-automne-1901591735-1647058.jpg	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/pics/slide-bar/oasis-en-automne-1901591735-1647058.jpg	(from https://agadirjourney.com/index.php/fr/)
13:54:45	1494/1494	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2010:16:19%20GMT	https://agadirjourney.com/images/modules/slider/play.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/modules/slider/play.png	(from https://agadirjourney.com/index.php/fr/)
13:54:45	1283/1283	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2010:16:14%20GMT	https://agadirjourney.com/images/modules/slider/pause.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/images/modules/slider/pause.png	(from https://agadirjourney.com/index.php/fr/)
13:54:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jan%202023%2012:54:46%20GMT	https://yeswecoupon.com/wp-content/Images/2016/02/westerunion.png	C:/My%20Web%20Sites/agdir/yeswecoupon.com/wp-content/Images/2016/02/westerunion.d0.delayed	(from https://agadirjourney.com/index.php/fr/)
13:54:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jan%202023%2012:54:47%20GMT	https://glitchndealz.com/wp-content/Images/2016/02/westerunion.png	C:/My%20Web%20Sites/agdir/glitchndealz.com/wp-content/Images/2016/02/westerunion.d1.delayed	(from https://agadirjourney.com/index.php/fr/)
13:54:48	916/916	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2012:54:47%20GMT	https://agadirjourney.com/index.php/fr/excursion/agadir-visit	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/excursion/agadir-visit	(from https://agadirjourney.com/index.php/fr/)
13:54:48	916/916	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2012:54:47%20GMT	https://agadirjourney.com/index.php/fr/excursion/excursion-marrakech	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/excursion/excursion-marrakech	(from https://agadirjourney.com/index.php/fr/)
13:54:48	916/916	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2012:54:48%20GMT	https://agadirjourney.com/index.php/fr/excursion/essaouira-excursion	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/excursion/essaouira-excursion	(from https://agadirjourney.com/index.php/fr/)
13:54:48	916/916	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jan%202023%2012:54:48%20GMT	https://agadirjourney.com/index.php/fr/excursion/valley-paradise-agadir?id=78	C:/My%20Web%20Sites/agdir/agadirjourney.com/index.php/fr/excursion/valley-paradise-agadirbc58	(from https://agadirjourney.com/index.php/fr/)
13:54:49	1487/1487	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/bigeasy/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/bigeasy/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:49	1506/1506	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/bigeasy/images/navigation_buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/bigeasy/images/navigation_buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:49	261/261	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/bigeasy/images/hover.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/bigeasy/images/hover.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:49	2228/2228	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/inside/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/inside/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:49	1358/1358	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/inspire/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/inspire/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:50	8780/8780	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/inspire/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/inspire/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:50	2428/2428	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/inspire/images/magnifier.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/inspire/images/magnifier.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:50	3688/3688	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/radiance/images/shadow.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/radiance/images/shadow.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:50	699/699	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/radiance/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/radiance/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:50	8437/8437	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/radiance/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/radiance/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:51	910/910	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/revista_default/images/nav_overlay.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/revista_default/images/nav_overlay.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:51	1211/1211	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/revista_default/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/revista_default/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:51	2228/2228	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:51	3049/3049	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase/images/navigation_buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase/images/navigation_buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:52	2228/2228	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase_box/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase_box/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:52	4954/4954	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase_box/images/navigation_buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/showcase_box/images/navigation_buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:52	839/839	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/tasty/images/magnifier.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/tasty/images/magnifier.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:52	1001/1001	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/gallery/styles/tasty/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/gallery/styles/tasty/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:53	3001/3001	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/bigplay.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/bigplay.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:53	166/166	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/background.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/background.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:53	6224/6224	---M--	200	added ('OK')	image/gif	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/loading.gif	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/loading.gif	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:53	1892/1892	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:48%20GMT	https://agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/controls.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/mediaplayer/mediaelement/controls.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:53	1881/1881	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:50%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideset/styles/default/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideset/styles/default/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:54	2228/2228	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:50%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideset/styles/default/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideset/styles/default/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:54	1773/1773	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_default/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_default/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:54	8154/8154	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_default/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_default/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:54	206/206	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/bg.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/bg.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:54	251/251	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/li.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/li.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:55	649/649	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:55	651/651	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab_hover.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab_hover.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:55	682/682	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab_active.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab_active.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:55	545/545	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab_current.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/balance_tabs_bar/images/tab_current.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:56	247/247	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_list/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_list/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:56	11599/11599	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:56	266/266	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:56	255/255	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset_set.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset_set.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:56	262/262	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset_set_hover.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset_set_hover.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:57	256/256	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset_set_active.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/slideset_set_active.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:57	7586/7586	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/navigation_buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_showcase_box/images/navigation_buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:57	229/229	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:50%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_tabs/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_tabs/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:57	226/226	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_tabs_bar/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/cloud_tabs_bar/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:57	1881/1881	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/default/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/default/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:58	2228/2228	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/default/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/default/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:58	2220/2220	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/downtown/images/nav.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/downtown/images/nav.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:58	2632/2632	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/downtown/images/buttons.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/downtown/images/buttons.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
13:54:58	240/240	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Jul%202021%2009:30:55%20GMT	https://agadirjourney.com/media/widgetkit/widgets/slideshow/styles/drive_tabs/images/slideshow_bg.png	C:/My%20Web%20Sites/agdir/agadirjourney.com/media/widgetkit/widgets/slideshow/styles/drive_tabs/images/slideshow_bg.png	(from https://agadirjourney.com/cache/widgetkit/widgetkit-28548e76.css)
